,country,description,points,price,variety,winery,Colour,Color,RW
105,Spain,"A potent, concentrated sort of wine with minerally, crusty aromas, smoked meat and black fruit. The palate is deep and ripe, with pure, tasty, sweet flavors of mildly baked blackberry. Generous late, with mocha and toast on the finish. Best now through 2012.",90,36.0,Tempranillo,Alidis,Red,1.0,0.0
106,Italy,"Michele Satta's estate is located in the southernmost part of the denomination. This Sangiovese-based wine offers delicate nuances of blackberry, spice box and dried hay but also has natural rubber or Band-Aid notes that disturb an otherwise pretty picture. Drink now.",87,70.0,Sangiovese,Michele Satta,Red,1.0,0.0
107,US,"For those everyday purposes when you need a dry, balanced and full-bodied red, this is a good choice. It has pleasant flavors of plums, blackberries and spice, with a chocolaty finish.",84,12.0,Merlot,Blackstone,Red,1.0,0.0
108,US,"Certainly the finest Champoux vineyard Cabernet Franc yet from Sineann, this immense, concentrated wine blends a riot of dark fruits with baking spices, ground coffee, tobacco and caramel. Great concentration and depth, but drinking it now is robbing the cradle.",95,40.0,Cabernet Franc,Sineann,Red,1.0,0.0
109,France,"A firmly tannic wine packed with dark fruits and a velvet texture. Not as powerful as some vintages, although all the firm structure is there. The acidity, red fruits and freshness finish the wine with a lift.",91,120.0,Pinot Noir,Chanson Père et Fils,Red,1.0,0.0
110,US,"Way too high in alcohol, and distinctly Porty, with sweet raisin and cedar flavors, and a hot burn throughout.",82,28.0,Zinfandel,Ridge,Red,1.0,0.0
111,US,"Polished, smooth and elegant. Made in a feminine style that appeals for its lushness and accessible flavors of blackberries, cocoa, violets and cedar. Shows a pure pedigree in the balance and charm. The tannins suggest mid-term aging. Best after 2012.",92,275.0,Bordeaux-style Red Blend,BOND,Red,1.0,0.0
112,US,"Released young, this fresh and citrusy wine is all about the fruit. Full in the mouth, it quickly settles into a cherry vanilla mid-palate, and sails on through a clean finish.",86,22.0,Pinot Noir,Willamette Valley Vineyards,Red,1.0,0.0
113,US,"Soft and simple, this has flavors of raspberry and cherry jam and cola, which are slightly compromised by some unripeness. It's not likely to improve with age, so drink up.",85,65.0,Pinot Noir,Halleck,Red,1.0,0.0
114,Spain,"Acceptable, but barely. There's a strange citric, grassy tinge to the nose that makes it smell like Verdejo or Sauvignon Blanc. And it tastes pickled and briny. Decent mouthfeel and sensory balance save it from even lower depths.",80,10.0,Tempranillo,Valsanzo,Red,1.0,0.0
115,Portugal,"A dark, brooding wine, packed with black fruits that are dominated by dry tannins. This is still young, but the dense blackberry fruit flavors are all here. Its weight and power need time to tame, but for now, the acidity and fruit are impressive.",90,19.0,Touriga Nacional,Quinta de Ventozelo,Red,1.0,0.0
116,Argentina,"Cassis, sugar beet, leather and mild herbal aromas make this Cabernet appealing on the nose. It feels slightly syrupy and resiny, but with its core acidity the palate remains in good shape. Flavors of plum and cassis have a strong vanilla and oak resin accent, while the finish is tannic, roasted and robust.",88,15.0,Cabernet Sauvignon,Trapiche,Red,1.0,0.0
117,Australia,"A Yarra Valley classic, Dry Red No. 1 is a Bordeaux-style blend marked by its restrained alcohol levels yet potent flavors. The 2007 features scents of tobacco, vanilla and cassis, with a hint of tomato emerging on the palate. It's medium-bodied, with a long finish that finishes with firm but silky tannins and lip-smacking cassis. Approachable now, but should age well for 10–15 years.",92,75.0,Red Blend,Yarra Yering,Red,1.0,0.0
118,US,Piney sage and crisp sour cherry surround a bombastically brawny structure and outpouring of power in this 100% varietal wine. It should be enjoyed slowly and with plenty of food.,87,32.0,Zinfandel,Herencia,Red,1.0,0.0
119,Italy,"N'Anticchia is a wine that has rapidly reached cult status in Italy and around the world. Its elegance, beauty and overall sophistication represent the best of winemaking on Mount Etna. More importantly, however, it faithfully portrays a personality that reflects the dramatic volcanic environment of its origins. The aromas are delicate, fine and polished, but the finish is firm and powerful.",94,62.0,Red Blend,Pietro Caciorgna,Red,1.0,0.0
120,South Africa,"As the name would suggest, this is redolent of mint on the nose and on the palate. Pair that up with cocoa, herbs and some spiced wood and you'll see why the wine is a keeper for fans of new flavor combinations. Memorable and immediately appealing, it's also ageworthy. South African character with a classic spin.",88,45.0,Cabernet Sauvignon,Thelema,Red,1.0,0.0
121,Spain,"Gets off the mark with savory aromas akin to bean and bacon soup, wood smoke and dried herbs. Next comes raspberry and plum fruit supported by ample oak-based vanilla. Finishes creamy, round and solid. Just a sip or two and you know you're drinking true Rioja.",88,22.0,Red Blend,Marqués de Cáceres,Red,1.0,0.0
122,US,"A 100% varietal wine, this comes from a property formerly known as the Preston Ranch, with which the producer has worked for a long time. The wine coaxes silky-smooth, leathery tannins into a sinewy texture bounded by meat, cigar and decadent amounts of white pepper. Complex and layered, it'll sit well in the cellar, through 2023.",91,49.0,Syrah,Longboard,Red,1.0,0.0
123,US,"This blend of Sangiovese, Zinfandel and Cabernet Sauvignon is dry, with strong tannins and flavors of blackberries, herbs and pepper. It's a rustic wine for drinking with sausages, pizza and other hearty fare.",83,13.0,Red Blend,JanKris,Red,1.0,0.0
124,France,"Fontenille is almost always a great value, and this 2000 is no exception, boasting concentrated raspberry aromas that leap from the glass. The intense fruit is nicely balanced by structure, and made complex by the addition of leather and dark chocolate notes on the lengthy finish. Drink now-2010.",90,13.0,Rhône-style Red Blend,Domaine de Fontenille,Red,1.0,0.0
125,Spain,"The Eguren brothers of Sierra Cantabria and other projects always do a nice job with this Tempranillo from central Spain. It's a no-frills, bulky red with rich fruit and bacon aromas backed by bold boysenberry and blackberry flavors. There's no shortage of voltage in this tight, jabby, slightly clumsy red.",86,9.0,Tempranillo,Dominio de Eguren,Red,1.0,0.0
126,US,"While the texture of this Pinot is silky and light, it's dramatic in flavor. The cherries, plums, pomegranates and persimmons are packed together into a dense core of taste, all spiced up with cinnamon, cloves and anise. Feels dramatic and complex, but young and fresh in acids and tannins. Give it 5–6 years.",94,40.0,Pinot Noir,Coghlan,Red,1.0,0.0
127,Austria,"An open, generous, ripe wine, with fresh red plum fruit flavors, layered with acidity. The barrique aging is still apparent, leaving high toast. Despite the addition of Cabernet Sauvignon and Syrah, this still tastes very Austrian and spicy, the Zweigelt and Blaufränkisch dominating.",88,24.0,Red Blend,Nittnaus Hans und Christine,Red,1.0,0.0
128,US,"This is a lean, acidic and disagreeable wine. It's unripe and minty, and even slightly vegetal, although there's just enough cherry-berry fruit to squeeze by.",80,14.0,Merlot,Toad Hollow,Red,1.0,0.0
129,France,"Ripe and juicy, this is already an attractive wine. It does have a tannic structure for aging, but the bright red fruits, touches of cherry and layers of acidity are the stand outs. So drink this wine from 2015 or keep until 2020.",89,32.0,Pinot Noir,Domaine Vincent Girardin,Red,1.0,0.0
130,Italy,"This top-notch blend of Cabernet Sauvignon and Cabernet Franc from Mazzei's beautiful Maremma property boasts thick, modern concentration and pretty renderings of red fruit, vanilla and exotic spice. It has excellent texture in the mouth and is velvety and lively at the same time.",94,60.0,Red Blend,Mazzei,Red,1.0,0.0
131,Chile,"This is a restrained Cabernet, with spicy aromas of cherry and plum. It feels fresh, clean and juicy, with a balanced mix of herb, cherry and red berry flavors. The finish is tight, focused and fresh, with herbal shadings.",87,18.0,Cabernet Sauvignon,William Cole,Red,1.0,0.0
132,Italy,"This delivers excellent value, with dark fruit aromas, tight tannins and a lingering spice note. The wine is aged partly in oak and partly in stainless steel. It would make an excellent partner to barbecued meats.",88,14.0,Aglianico,Lucania,Red,1.0,0.0
133,US,"Acidity is the dominant factor in this Pinot. Tart and tingly, this is bone dry, elegantly constructed and complex. It shows flavors of raspberry and cherry jam, cola, red licorice and sandalwood, and it should develop interestingly over the next eight years.",92,90.0,Pinot Noir,Sandhi,Red,1.0,0.0
134,Argentina,"Opens with earthy muscle but the nose soon loses focus and freshness as it transitions to rubber and paste along with berry fruit. Hard tannins work the driving palate, while the flavors are of black plum, grape jelly and herbs. Decent but doesn't inspire.",84,11.0,Malbec,Finca Sophenia,Red,1.0,0.0
135,US,"Very sweet, with honey, caramel, chocolate and vanilla truffle and butterscotch flavors, but sweetness isn't everything. Despite some cherry and blackberry flavors, the wine is thin in fruity depth.",85,28.0,Cabernet Sauvignon,Gulleyan Winery,Red,1.0,0.0
136,US,"Production of this Merlot was further dampened in 2009 by an early freeze. But the quality is as good as ever, which is apparent in the pretty core of strawberry, raspberry and red plum flavors. Aging in 55% new French oak gives the fruit a Bourbon-soaked appeal as it rolls onto the rich finish streaked with dark chocolate.",91,50.0,Merlot,Northstar,Red,1.0,0.0
137,US,"In its youth, this tastes rich and candied, like a cherry, vanilla and buttercream pastry. It's delicious, savory and fun, a very easy wine to drink with a great steak or chop. With its delicate texture, it should probably last quite a few years, without necessarily gaining in complexity.",90,73.0,Pinot Noir,Calera,Red,1.0,0.0
138,US,"Mocha, cola, dark cherry and berry aromas are mild, but they pick up power on the supple, polished-feeling palate.",87,19.0,Merlot,CrossKeys,Red,1.0,0.0
139,South Africa,"This single-vineyard Shiraz from Fairview has both pluck and poise. The nose offers red fruit, spice and a touch of flowers. On the palate, rich, upfront red berry flavors are balanced with minerality, acid and a nutty oak spin. Good, long finish.",89,36.0,Shiraz,Fairview,Red,1.0,0.0
140,Portugal,"Kopke has an impressive quantity of old tawnies, some of which will have ended up in this wine. It certainly seems older than its 20 years with strong wood flavors, smoky toast and beautiful mature acidity. It is very ready to drink, a fine mature tawny.",91,56.0,Port,Kopke,Red,1.0,0.0
141,Portugal,"This is a dark and dense wine, serious with its firm tannins and solid black fruits. It has spice, blackberry and currant flavors, along with a pure line of acidity. With its firm structure, this dry, concentrated wine needs to age. Drink from 2015.",90,15.0,Portuguese Red,J. Portugal Ramos,Red,1.0,0.0
142,Italy,"This has an earthy fragrance of moist soil and tobacco, with hints of raisin. The palate delivers plum, nutmeg and black pepper notes, but it's already quite evolved, so drink soon.",89,54.0,Red Blend,San Rustico,Red,1.0,0.0
143,Spain,"The opening of earth, berry and leather aromas is solid enough, yet the palate is quite acidic, yielding semitart but exact flavors of pie cherry and plum. The finish is tight, with light oak touches. But overall it's on the angular side, with a bit of the razor's edge in terms of acidity.",85,20.0,Tempranillo Blend,Bodegas Valdemar,Red,1.0,0.0
144,US,"This Southern Rhône-style blend is half Mourvèdre, 32% Grenache and 18% Cinsault. It's a well-thought-out combination, with impressive minerality along with pretty berry and cherry fruit. Drink now or within the next five years.",90,33.0,Rhône-style Red Blend,Helix by Reininger,Red,1.0,0.0
145,US,"This begins with a bucketload of dense and brooding aromas, from macerated plums and cherries to dark chocolate and melted black licorice sticks. It's soft and mouth-coating once sipped, with pronounced tannins on the midpalate, flavors of black cherry and olallieberry, a bit of tarry tension and minty sensation on the finish.",92,50.0,Tannat,Wild Coyote,Red,1.0,0.0
